client_id	id	path	sentence
1337ad-20170321-bej	1337ad-20170321-bej/mfc/de6-47	/data/voxforge_german/audio/1337ad-20170321-bej/wav/de6-47.wav	DIE HAFTUNGSBESCHRÃ NKUNGEN KÃ NNEN DEN DRITTEN BEGÃ¼NSTIGEN
1337ad-20170321-bej	1337ad-20170321-bej/mfc/de6-48	/data/voxforge_german/audio/1337ad-20170321-bej/wav/de6-48.wav	DER DRITTE IST SCHADENSERSATZPFLICHTIG GEWORDEN
1337ad-20170321-bej	1337ad-20170321-bej/mfc/de6-49	/data/voxforge_german/audio/1337ad-20170321-bej/wav/de6-49.wav	IN WELCHER HÃ HE MUSS DER SCHÃ DIGER SCHADENSERSATZ BEZAHLEN
1337ad-20170321-bej	1337ad-20170321-bej/mfc/de6-51	/data/voxforge_german/audio/1337ad-20170321-bej/wav/de6-51.wav	ES IST ZU GESETZLICHEN HAFTUNGSBESCHRÃ NKUNGEN GEKOMMEN
1337ad-20170321-bej	1337ad-20170321-bej/mfc/de6-52	/data/voxforge_german/audio/1337ad-20170321-bej/wav/de6-52.wav	DIE RECHTE WERDEN AUS DEM VERTRAGSVERHÃ LTNIS
1337ad-20170321-bej	1337ad-20170321-bej/mfc/de6-53	/data/voxforge_german/audio/1337ad-20170321-bej/wav/de6-53.wav	ZWISCHEN GLÃ UBIGER UND SCHULDNER HERGELEITET
1337ad-20170321-bej	1337ad-20170321-bej/mfc/de6-54	/data/voxforge_german/audio/1337ad-20170321-bej/wav/de6-54.wav	SEINE RECHTE KÃ NNEN NICHT WEITER GEHEN ALS DIE RECHTE DES GLÃ UBIGERS
1337ad-20170321-bej	1337ad-20170321-bej/mfc/de6-55	/data/voxforge_german/audio/1337ad-20170321-bej/wav/de6-55.wav	DIE GRENZE NACH TREU UND GLAUBEN DARF NICHT Ã¼BERSCHRITTEN WERDEN
1337ad-20170321-bej	1337ad-20170321-bej/mfc/de6-56	/data/voxforge_german/audio/1337ad-20170321-bej/wav/de6-56.wav	DIE VERTRAGSPARTEIEN WOLLTEN DELIKTISCHE ANSPRÃ¼CHE EINSCHRÃ NKEN
1337ad-20170321-blf	1337ad-20170321-blf/mfc/de9-159	/data/voxforge_german/audio/1337ad-20170321-blf/wav/de9-159.wav	DER MÃ GLICHERWEISE SEINEM BILDUNGSAUFTRAG IMMER SELTENER NACHKOMMT
1337ad-20170321-blf	1337ad-20170321-blf/mfc/de9-160	/data/voxforge_german/audio/1337ad-20170321-blf/wav/de9-160.wav	KÃ¼RZLICH BIN ICH AUF DIE INITIATIVE EINES KOLLEGEN AUFMERKSAM GEMACHT WORDEN
1337ad-20170321-blf	1337ad-20170321-blf/mfc/de9-161	/data/voxforge_german/audio/1337ad-20170321-blf/wav/de9-161.wav	ES HANDELT SICH UM EINEN SEHR SCHÃ NEN AUFRUF
1337ad-20170321-blf	1337ad-20170321-blf/mfc/de9-162	/data/voxforge_german/audio/1337ad-20170321-blf/wav/de9-162.wav	INSGESAMT 23 PERSONEN AUS VERSCHIEDENEN PARLAMENTEN NEHMEN TEIL
1337ad-20170321-blf	1337ad-20170321-blf/mfc/de9-163	/data/voxforge_german/audio/1337ad-20170321-blf/wav/de9-163.wav	DIE POLITISCHE KASTE ERLAUBT DEN INTERNETZUGANG NUR MIT REISEPASS
1337ad-20170321-blf	1337ad-20170321-blf/mfc/de9-164	/data/voxforge_german/audio/1337ad-20170321-blf/wav/de9-164.wav	KRIMINELLE POLITIKER WERDEN NUR SEHR SELTEN ANGEKLAGT
1337ad-20170321-blf	1337ad-20170321-blf/mfc/de9-165	/data/voxforge_german/audio/1337ad-20170321-blf/wav/de9-165.wav	DIE JUSTIZ IST MÃ GLICHERWEISE EIN ANHÃ NGSEL DER POLITIK
1337ad-20170321-blf	1337ad-20170321-blf/mfc/de9-167	/data/voxforge_german/audio/1337ad-20170321-blf/wav/de9-167.wav	ITALIENISCHE STAATSANWÃ LTE UND RICHTER GREIFEN AUCH MAL RICHTIG DURCH
1337ad-20170321-blf	1337ad-20170321-blf/mfc/de9-168	/data/voxforge_german/audio/1337ad-20170321-blf/wav/de9-168.wav	EINE ENTSPRECHENDE AKTION KOMMT FÃ¼R DEUTSCHLAND NICHT IN BETRACHT
1337ad-20170321-czb	1337ad-20170321-czb/mfc/de11-096	/data/voxforge_german/audio/1337ad-20170321-czb/wav/de11-096.wav	ES HANDELT SICH UM GETRENNTE RECHTSSYSTEME UND NUR EINES IST ANWENDBAR
1337ad-20170321-czb	1337ad-20170321-czb/mfc/de11-097	/data/voxforge_german/audio/1337ad-20170321-czb/wav/de11-097.wav	EIN KONFLIKT ZWISCHEN BEIDEN RECHTSSYSTEMEN IST AUSGESCHLOSSEN
1337ad-20170321-czb	1337ad-20170321-czb/mfc/de11-098	/data/voxforge_german/audio/1337ad-20170321-czb/wav/de11-098.wav	DIE MONISTISCHEN THEORIEN GEHEN VON EINER GESAMTRECHTSORDNUNG AUS
1337ad-20170321-czb	1337ad-20170321-czb/mfc/de11-099	/data/voxforge_german/audio/1337ad-20170321-czb/wav/de11-099.wav	DER VORRANG DES VÃ LKERRECHTS SOLL UNEINGESCHRÃ NKT DURCHGESETZT WERDEN
1337ad-20170321-czb	1337ad-20170321-czb/mfc/de11-101	/data/voxforge_german/audio/1337ad-20170321-czb/wav/de11-101.wav	SELBST WENN DIESE FÃ¼R VÃ LKERRECHTSWIDRIG GEHALTEN WERDEN
1337ad-20170321-czb	1337ad-20170321-czb/mfc/de11-102	/data/voxforge_german/audio/1337ad-20170321-czb/wav/de11-102.wav	DAS VÃ LKERRECHT WIRD DANN WIRKSAM
1337ad-20170321-czb	1337ad-20170321-czb/mfc/de11-103	/data/voxforge_german/audio/1337ad-20170321-czb/wav/de11-103.wav	WENN ES TRANSFORMIERT WURDE
1337ad-20170321-czb	1337ad-20170321-czb/mfc/de11-104	/data/voxforge_german/audio/1337ad-20170321-czb/wav/de11-104.wav	DAS VÃ LKERGEWOHNHEITSRECHT HAT VORRANG
1337ad-20170321-hii	1337ad-20170321-hii/mfc/de9-143	/data/voxforge_german/audio/1337ad-20170321-hii/wav/de9-143.wav	DAS DIENT NICHT DEM AUSGLEICH IM KONKRETEN FALL SONDERN DER ABSCHRECKUNG
1337ad-20170321-hii	1337ad-20170321-hii/mfc/de9-145	/data/voxforge_german/audio/1337ad-20170321-hii/wav/de9-145.wav	DER KOSTENANTEIL KANN NICHT ERMITTELT WERDEN
1337ad-20170321-hii	1337ad-20170321-hii/mfc/de9-146	/data/voxforge_german/audio/1337ad-20170321-hii/wav/de9-146.wav	DIE KOSTEN FÃ¼R Ã BERWACHUNGSKAMERAS UND SPIEGEL KÃ NNEN NICHT ERSETZT WERDEN
1337ad-20170321-hii	1337ad-20170321-hii/mfc/de9-147	/data/voxforge_german/audio/1337ad-20170321-hii/wav/de9-147.wav	WÃ HLEN SIE BITTE DIE TELEFONNUMMER 204 132
1337ad-20170321-hii	1337ad-20170321-hii/mfc/de9-148	/data/voxforge_german/audio/1337ad-20170321-hii/wav/de9-148.wav	ODER DIE NUMMER 852 418
1337ad-20170321-hii	1337ad-20170321-hii/mfc/de9-149	/data/voxforge_german/audio/1337ad-20170321-hii/wav/de9-149.wav	BITTE RUFEN SIE UNTER 137 226 AN
1337ad-20170321-hii	1337ad-20170321-hii/mfc/de9-150	/data/voxforge_german/audio/1337ad-20170321-hii/wav/de9-150.wav	Ã BER DIESES THEMA WURDE IM INTERNET SCHON SEHR VIEL GESCHRIEBEN
1337ad-20170321-hii	1337ad-20170321-hii/mfc/de9-151	/data/voxforge_german/audio/1337ad-20170321-hii/wav/de9-151.wav	SOLCHE VORFÃ LLE SIND NICHT ZU BILLIGEN
1337ad-20170321-hii	1337ad-20170321-hii/mfc/de9-152	/data/voxforge_german/audio/1337ad-20170321-hii/wav/de9-152.wav	KÃ¼RZLICH GAB ES BEI EINER WOHNUNGSKONTROLLE Ã RGER
1337ad-20170321-kgs	1337ad-20170321-kgs/mfc/de11-034	/data/voxforge_german/audio/1337ad-20170321-kgs/wav/de11-034.wav	DIE WIRKSAMKEIT DER WILLENSERKLÃ RUNG IST INSGEHEIM NICHT GEWOLLT
1337ad-20170321-kgs	1337ad-20170321-kgs/mfc/de11-035	/data/voxforge_german/audio/1337ad-20170321-kgs/wav/de11-035.wav	DER ERKLÃ RUNGSEMPFÃ NGER KENNT DIESEN GEHEIMEN VORBEHALT
1337ad-20170321-kgs	1337ad-20170321-kgs/mfc/de11-036	/data/voxforge_german/audio/1337ad-20170321-kgs/wav/de11-036.wav	DIE WILLENSERKLÃ RUNG WAR GEGENÃ¼BER EINER ANDEREN PERSON ABZUGEBEN
1337ad-20170321-kgs	1337ad-20170321-kgs/mfc/de11-037	/data/voxforge_german/audio/1337ad-20170321-kgs/wav/de11-037.wav	DIE WILLENSERKLÃ RUNG WURDE MIT EINVERSTÃ NDNIS DER ERKLÃ RUNGSEMPFÃ NGERIN
1337ad-20170321-kgs	1337ad-20170321-kgs/mfc/de11-038	/data/voxforge_german/audio/1337ad-20170321-kgs/wav/de11-038.wav	NUR ZUM SCHEIN ABGEGEBEN UND IST NICHTIG
1337ad-20170321-kgs	1337ad-20170321-kgs/mfc/de11-039	/data/voxforge_german/audio/1337ad-20170321-kgs/wav/de11-039.wav	SIE HAT EINE NICHT ERNSTLICH GEMEINTE WILLENSERKLÃ RUNG ABGEGEBEN
1337ad-20170321-kgs	1337ad-20170321-kgs/mfc/de11-040	/data/voxforge_german/audio/1337ad-20170321-kgs/wav/de11-040.wav	DER MANGEL DER ERNSTLICHKEIT WURDE VON DER EMPFÃ NGERIN NICHT VERKANNT
1337ad-20170321-kgs	1337ad-20170321-kgs/mfc/de11-041	/data/voxforge_german/audio/1337ad-20170321-kgs/wav/de11-041.wav	DAS GESETZ SCHREIBT EINE BESTIMMTE FORM FÃ¼R DAS RECHTSGESCHÃ FT VOR
1337ad-20170321-kgs	1337ad-20170321-kgs/mfc/de11-042	/data/voxforge_german/audio/1337ad-20170321-kgs/wav/de11-042.wav	DURCH DAS RECHTSGESCHÃ FT HABEN DIE PARTEIEN
1337ad-20170321-kgs	1337ad-20170321-kgs/mfc/de11-043	/data/voxforge_german/audio/1337ad-20170321-kgs/wav/de11-043.wav	GEGEN EINE GESETZLICHE VERBOTSVORSCHRIFT VERSTOÃ EN
1337ad-20170321-mba	1337ad-20170321-mba/mfc/de7-012	/data/voxforge_german/audio/1337ad-20170321-mba/wav/de7-012.wav	DIE KONKRETE NORMENKONTROLLE IST EINE WEITERE ALTERNATIVE
1337ad-20170321-mba	1337ad-20170321-mba/mfc/de7-013	/data/voxforge_german/audio/1337ad-20170321-mba/wav/de7-013.wav	EIN ORDNUNGSGEMÃ Ã ER ANTRAG WURDE BEIM BUNDESVERFASSUNGSGERICHT EINGELEGT
1337ad-20170321-mba	1337ad-20170321-mba/mfc/de7-014	/data/voxforge_german/audio/1337ad-20170321-mba/wav/de7-014.wav	WURDE DER ANTRAG SCHRIFTLICH ODER MÃ¼NDLICH EINGEREICHT
1337ad-20170321-mba	1337ad-20170321-mba/mfc/de7-016	/data/voxforge_german/audio/1337ad-20170321-mba/wav/de7-016.wav	DER ANTRAG WURDE SCHRIFTLICH BEGRÃ¼NDET
1337ad-20170321-mba	1337ad-20170321-mba/mfc/de7-017	/data/voxforge_german/audio/1337ad-20170321-mba/wav/de7-017.wav	DAS ANGEBLICH VERLETZTE GRUNDRECHT MUSS NICHT UNBEDINGT AUSDRÃ¼CKLICH BEZEICHNET WERDEN
1337ad-20170321-mba	1337ad-20170321-mba/mfc/de7-018	/data/voxforge_german/audio/1337ad-20170321-mba/wav/de7-018.wav	DER HOHEITLICHE AKT DURCH DEN DIE GRUNDRECHTSVERLETZUNG VERURSACHT WORDEN SEIN SOLL
1337ad-20170321-mba	1337ad-20170321-mba/mfc/de7-019	/data/voxforge_german/audio/1337ad-20170321-mba/wav/de7-019.wav	IST NICHT HINREICHEND GENAU DURCH DIE BESCHWERDEFÃ¼HRERIN ANGEGEBEN WORDEN
1337ad-20170321-mba	1337ad-20170321-mba/mfc/de7-020	/data/voxforge_german/audio/1337ad-20170321-mba/wav/de7-020.wav	AUS DER BESCHWERDESCHRIFT ERGIBT SICH HINREICHEND DEUTLICH
1337ad-20170321-ntd	1337ad-20170321-ntd/mfc/de11-135	/data/voxforge_german/audio/1337ad-20170321-ntd/wav/de11-135.wav	SIE WIRD BEI SCHWEREN VERBRECHEN VERHÃ NGT
1337ad-20170321-ntd	1337ad-20170321-ntd/mfc/de11-138	/data/voxforge_german/audio/1337ad-20170321-ntd/wav/de11-138.wav	ES GIBT IM STRAFGESETZBUCH EINEN STRAFRAHMEN
1337ad-20170321-ntd	1337ad-20170321-ntd/mfc/de11-139	/data/voxforge_german/audio/1337ad-20170321-ntd/wav/de11-139.wav	DER BETRUG KANN MIT EINER GELDSTRAFE BESTRAFT WERDEN
1337ad-20170321-ntd	1337ad-20170321-ntd/mfc/de11-140	/data/voxforge_german/audio/1337ad-20170321-ntd/wav/de11-140.wav	DER GEDANKE DER RESOZIALISIERUNG UND DER SÃ¼HNE WURDE BERÃ¼CKSICHTIGT
1337ad-20170321-ntd	1337ad-20170321-ntd/mfc/de11-141	/data/voxforge_german/audio/1337ad-20170321-ntd/wav/de11-141.wav	DIE ALLGEMEINHEIT WIRD VOR WEITEREN STRAFTATEN GESCHÃ¼TZT
1337ad-20170321-ntd	1337ad-20170321-ntd/mfc/de11-143	/data/voxforge_german/audio/1337ad-20170321-ntd/wav/de11-143.wav	ES GAB UNTERSCHIEDLICH SCHWERE FORMEN DER FREIHEITSSTRAFE
1337ad-20170321-ntd	1337ad-20170321-ntd/mfc/de11-144	/data/voxforge_german/audio/1337ad-20170321-ntd/wav/de11-144.wav	NACH ZWEI DRITTELN DER STRAFZEIT KANN DIE FREIHEITSSTRAFE
1337ad-20170321-qbd	1337ad-20170321-qbd/mfc/de2-35	/data/voxforge_german/audio/1337ad-20170321-qbd/wav/de2-35.wav	ZAHLREICHE ANFRAGEN WERDEN GESTELLT
1337ad-20170321-qbd	1337ad-20170321-qbd/mfc/de2-36	/data/voxforge_german/audio/1337ad-20170321-qbd/wav/de2-36.wav	SO DASS NICHT INNERHALB VON VERNÃ¼NFTIGER ZEIT GEANTWORTET WERDEN KANN
1337ad-20170321-qbd	1337ad-20170321-qbd/mfc/de2-39	/data/voxforge_german/audio/1337ad-20170321-qbd/wav/de2-39.wav	ER TRÃ GT ALS ABSENDERADRESSE DIE ADRESSE DES OPFERS EIN
1337ad-20170321-qbd	1337ad-20170321-qbd/mfc/de2-40	/data/voxforge_german/audio/1337ad-20170321-qbd/wav/de2-40.wav	DER URSPRUNG DES ANGRIFFS LÃ SST SICH JEDOCH NICHT MEHR ERMITTELN
1337ad-20170321-qbd	1337ad-20170321-qbd/mfc/de3-01	/data/voxforge_german/audio/1337ad-20170321-qbd/wav/de3-01.wav	IN FRANKREICH WURDE DER MINDESTLOHN KÃ¼RZLICH ERHÃ HT
1337ad-20170321-qbd	1337ad-20170321-qbd/mfc/de3-02	/data/voxforge_german/audio/1337ad-20170321-qbd/wav/de3-02.wav	DIE WEHRPFLICHT SOLL IN DEUTSCHLAND LEIDER NOCH NICHT ABGESCHAFFT WERDEN
1337ad-20170321-qbd	1337ad-20170321-qbd/mfc/de3-03	/data/voxforge_german/audio/1337ad-20170321-qbd/wav/de3-03.wav	WENN DU ETWAS NICHT WILLST DANN HAT DAS KEINE KONSEQUENZEN
1337ad-20170321-qbd	1337ad-20170321-qbd/mfc/de3-04	/data/voxforge_german/audio/1337ad-20170321-qbd/wav/de3-04.wav	ER HAT EINEN INDIREKTEN WETTBEWERBSVORTEIL ERLANGT
1337ad-20170321-ufl	1337ad-20170321-ufl/mfc/de3-37	/data/voxforge_german/audio/1337ad-20170321-ufl/wav/de3-37.wav	DIE DATENÃ¼BERTRAGUNGSRATE WIRD IN BITS PRO SEKUNDE ANGEGEBEN
1337ad-20170321-ufl	1337ad-20170321-ufl/mfc/de3-38	/data/voxforge_german/audio/1337ad-20170321-ufl/wav/de3-38.wav	ES HANDELT SICH NICHT UM DIE ENTFERNUNG PRO ZEITEINHEIT
1337ad-20170321-ufl	1337ad-20170321-ufl/mfc/de3-39	/data/voxforge_german/audio/1337ad-20170321-ufl/wav/de3-39.wav	SONDERN UM DIE DATENMENGE
1337ad-20170321-ufl	1337ad-20170321-ufl/mfc/de3-41	/data/voxforge_german/audio/1337ad-20170321-ufl/wav/de3-41.wav	HIERBEI BESTEHT EINE EINFACHE VERWECHSLUNGSGEFAHR
1337ad-20170321-ufl	1337ad-20170321-ufl/mfc/de3-42	/data/voxforge_german/audio/1337ad-20170321-ufl/wav/de3-42.wav	IN ABKÃ¼RZUNGEN WIRD DAHER HÃ UFIG DIESE ANGABE UNTERSCHLAGEN
1337ad-20170321-ufl	1337ad-20170321-ufl/mfc/de3-45	/data/voxforge_german/audio/1337ad-20170321-ufl/wav/de3-45.wav	DER TECHNISCHE FORTSCHRITT ERMÃ GLICHT IMMER HÃ HERE BITRATEN
1337ad-20170321-ufl	1337ad-20170321-ufl/mfc/de3-46	/data/voxforge_german/audio/1337ad-20170321-ufl/wav/de3-46.wav	IM MAINBOARD IST EINE ENTSPRECHENDE NETZWERKKARTE EINGEBAUT
1337ad-20170321-urq	1337ad-20170321-urq/mfc/de11-014	/data/voxforge_german/audio/1337ad-20170321-urq/wav/de11-014.wav	IN KLEINERE NETZWERKE UNTERTEILT WERDEN
1337ad-20170321-urq	1337ad-20170321-urq/mfc/de11-015	/data/voxforge_german/audio/1337ad-20170321-urq/wav/de11-015.wav	DEN KERN DES NETZWERKS BILDET EIN BESONDERER BEREICH
1337ad-20170321-urq	1337ad-20170321-urq/mfc/de11-016	/data/voxforge_german/audio/1337ad-20170321-urq/wav/de11-016.wav	EIN VIRTUELLER LINK KANN DIESE VERBINDUNG HERSTELLEN
1337ad-20170321-urq	1337ad-20170321-urq/mfc/de11-018	/data/voxforge_german/audio/1337ad-20170321-urq/wav/de11-018.wav	EINER DER ROUTER BESITZT DIE HÃ CHSTE PRIORITÃ T
1337ad-20170321-urq	1337ad-20170321-urq/mfc/de11-019	/data/voxforge_german/audio/1337ad-20170321-urq/wav/de11-019.wav	WAS IST WENN ZWEI ROUTER KEINE UNTERSCHIEDLICHE PRIORITÃ T HABEN
1337ad-20170321-urq	1337ad-20170321-urq/mfc/de11-020	/data/voxforge_german/audio/1337ad-20170321-urq/wav/de11-020.wav	DIESES PROTOKOLL ERMÃ GLICHT EIN ROUTING OHNE SCHLEIFEN
1337ad-20170321-urq	1337ad-20170321-urq/mfc/de11-021	/data/voxforge_german/audio/1337ad-20170321-urq/wav/de11-021.wav	ES IST FÃ¼R GROÃ E NETZWERKE SEHR GUT GEEIGNET
1337ad-20170321-urq	1337ad-20170321-urq/mfc/de11-022	/data/voxforge_german/audio/1337ad-20170321-urq/wav/de11-022.wav	UND BASIERT AUF EINEM OFFENEN STANDARD
1337ad-20170321-vyr	1337ad-20170321-vyr/mfc/de3-54	/data/voxforge_german/audio/1337ad-20170321-vyr/wav/de3-54.wav	ALS DATEN KOMMEN INSBESONDERE TEXT SPRACHE MUSIK UND FERNSEHEN INFRAGE
1337ad-20170321-vyr	1337ad-20170321-vyr/mfc/de3-55	/data/voxforge_german/audio/1337ad-20170321-vyr/wav/de3-55.wav	ES GEHT UM DIE AUFRECHTERHALTUNG ALTER MONOPOLE
1337ad-20170321-vyr	1337ad-20170321-vyr/mfc/de3-56	/data/voxforge_german/audio/1337ad-20170321-vyr/wav/de3-56.wav	DIESE TECHNIK WIRD Ã¼BERWIEGEND VON GESCHÃ FTSKUNDEN VERWENDET
1337ad-20170321-vyr	1337ad-20170321-vyr/mfc/de3-57	/data/voxforge_german/audio/1337ad-20170321-vyr/wav/de3-57.wav	DIE MODERNE TECHNIK IST NOCH NICHT
1337ad-20170321-vyr	1337ad-20170321-vyr/mfc/de3-58	/data/voxforge_german/audio/1337ad-20170321-vyr/wav/de3-58.wav	AN ALLEN STANDORTEN IN DEUTSCHLAND VERFÃ¼GBAR
1337ad-20170321-vyr	1337ad-20170321-vyr/mfc/de3-59	/data/voxforge_german/audio/1337ad-20170321-vyr/wav/de3-59.wav	EIN TELEFONANSCHLUSS WURDE IN DER FRÃ¼HEREN ZEIT
1337ad-20170321-vyr	1337ad-20170321-vyr/mfc/de3-60	/data/voxforge_german/audio/1337ad-20170321-vyr/wav/de3-60.wav	HÃ UFIG ALS UNVERZICHTBAR ANGESEHEN
1337ad-20170321-vyr	1337ad-20170321-vyr/mfc/de3-61	/data/voxforge_german/audio/1337ad-20170321-vyr/wav/de3-61.wav	DIE REICHWEITE HÃ NGT VON UNTERSCHIEDLICHEN FAKTOREN AB
1337ad-20170321-vyr	1337ad-20170321-vyr/mfc/de3-62	/data/voxforge_german/audio/1337ad-20170321-vyr/wav/de3-62.wav	DER DURCHMESSER DER KUPFERLEITUNG IST AUSSCHLAGGEBEND
1337ad-20170321-vyr	1337ad-20170321-vyr/mfc/de3-63	/data/voxforge_german/audio/1337ad-20170321-vyr/wav/de3-63.wav	DICKERE KUPFERADERN GEWÃ HRLEISTEN EINE HÃ HERE REICHWEITE
1337ad-20170321-vzg	1337ad-20170321-vzg/mfc/de9-053	/data/voxforge_german/audio/1337ad-20170321-vzg/wav/de9-053.wav	FÃ¼R DIE SIGNIERUNG VON NACHRICHTEN UND DIE VERSCHLÃ¼SSELUNG IST ES SEHR GEEIGNET
1337ad-20170321-vzg	1337ad-20170321-vzg/mfc/de9-054	/data/voxforge_german/audio/1337ad-20170321-vzg/wav/de9-054.wav	RSA IST IN PROTOKOLLEN NOCH IMMER SEHR WEIT VERBREITET
1337ad-20170321-vzg	1337ad-20170321-vzg/mfc/de9-056	/data/voxforge_german/audio/1337ad-20170321-vzg/wav/de9-056.wav	IM JAHR 1977 WURDE DER ALGORITHMUS BESCHRIEBEN
1337ad-20170321-vzg	1337ad-20170321-vzg/mfc/de9-058	/data/voxforge_german/audio/1337ad-20170321-vzg/wav/de9-058.wav	1983 WURDE DER ALGORITHMUS IN DEN USA PATENTIERT
1337ad-20170321-vzg	1337ad-20170321-vzg/mfc/de9-059	/data/voxforge_german/audio/1337ad-20170321-vzg/wav/de9-059.wav	AM 21 SEPTEMBER 2000 IST DAS PATENT ABGELAUFEN
1337ad-20170321-vzg	1337ad-20170321-vzg/mfc/de9-062	/data/voxforge_german/audio/1337ad-20170321-vzg/wav/de9-062.wav	RSA VERWENDET ZWEI SCHLÃ¼SSEL UND ZWAR EINEN PRIVATEN
1337ad-20170321-yqy	1337ad-20170321-yqy/mfc/de10-051	/data/voxforge_german/audio/1337ad-20170321-yqy/wav/de10-051.wav	DASS DAS ANGEBOT NICHT MEHR FUNKTIONIERT
1337ad-20170321-yqy	1337ad-20170321-yqy/mfc/de10-053	/data/voxforge_german/audio/1337ad-20170321-yqy/wav/de10-053.wav	DIE AN EINE BESTIMMTE ADRESSE GEBUNDEN SIND
1337ad-20170321-yqy	1337ad-20170321-yqy/mfc/de10-054	/data/voxforge_german/audio/1337ad-20170321-yqy/wav/de10-054.wav	BEI DER STRAFANZEIGE WIRD EIN LEBENSSACHVERHALT GEMELDET
1337ad-20170321-yqy	1337ad-20170321-yqy/mfc/de10-055	/data/voxforge_german/audio/1337ad-20170321-yqy/wav/de10-055.wav	DER NACH DER MEINUNG DES MELDENDEN EINE STRAFTAT DARSTELLEN KÃ NNTE
1337ad-20170321-yqy	1337ad-20170321-yqy/mfc/de10-056	/data/voxforge_german/audio/1337ad-20170321-yqy/wav/de10-056.wav	DIE MELDUNG ERFOLGT SCHRIFTLICH ODER MÃ¼NDLICH
1337ad-20170321-yqy	1337ad-20170321-yqy/mfc/de10-057	/data/voxforge_german/audio/1337ad-20170321-yqy/wav/de10-057.wav	GEGENÃ¼BER DER STRAFVERFOLGUNGSBEHÃ RDE
1337ad-20170321-yqy	1337ad-20170321-yqy/mfc/de10-058	/data/voxforge_german/audio/1337ad-20170321-yqy/wav/de10-058.wav	DER STRAFANTRAG IST VON DER STRAFANZEIGE ZU UNTERSCHEIDEN
1337ad-20170321-yqy	1337ad-20170321-yqy/mfc/de10-059	/data/voxforge_german/audio/1337ad-20170321-yqy/wav/de10-059.wav	BEI EINEM ANFANGSVERDACHT MUSS DIE STRAFVERFOLGUNGSBEHÃ RDE AUFKLÃ REN
1337ad-20170321-yqy	1337ad-20170321-yqy/mfc/de10-060	/data/voxforge_german/audio/1337ad-20170321-yqy/wav/de10-060.wav	DIE ERMITTLUNGEN WURDEN ERFOLGREICH ABGESCHLOSSEN
ALI-20130113-iyl	ALI-20130113-iyl/mfc/de10-018	/data/voxforge_german/audio/ALI-20130113-iyl/wav/de10-018.wav	ABER NOCH NICHT VERÃ FFENTLICHT WORDEN
ALI-20130113-iyl	ALI-20130113-iyl/mfc/de10-020	/data/voxforge_german/audio/ALI-20130113-iyl/wav/de10-020.wav	ER KANN VON JEDERMANN WELTWEIT GELESEN WERDEN
ALI-20130113-iyl	ALI-20130113-iyl/mfc/de10-021	/data/voxforge_german/audio/ALI-20130113-iyl/wav/de10-021.wav	DER KOMMENTARTEXT IST IN BLAUER FARBE HERVORGEHOBEN
